Unnamed: 0,제목,날짜,본문
285,"AI 알고리즘 편향성 논란, ‘이루다’가 처음 아니다",2021.01.11.,스타트업 스캐터랩이 개발한 인공지능(AI) 챗봇 ‘이루다’가 AI 윤리와 관련한 각종 논란에 불을 지피고 ‘활동 중단’에 들어갔다. 지난달 12월23일 페이스북 메신저를 통해 세상에 나온 지 3주만이다. 피해자에서 가해자로 변한 이루다…비슷한 사례 더 있다 12일 스캐터랩에 따르면 이날을 기점으로 이루다...
286,'혐오발언·정보유출 논란' 챗봇 이루다 잠정 중단과 AI 윤리의 문제,2021.01.12.,"한국어 AI 대화 연구 및 AI 제품, 그리고 AI 윤리 발전에 유용하게 쓰일 수 있었으면 좋겠다""고 밝혔다. 한국인공지능협회는 이날 성명서를 통해 ""인공지능에 학습되는 빅데이터는 신뢰할 수 있고, 편향적이지 않으며, 합법적이어야 한다. 신뢰할 수 없고, 편향적이며, 불법적인 데이터로 만들어진 AI 제품과..."
287,"[CES 영상] LG AI 원팀 전략, 삼성 新 엑시노스 그리고 TCL 롤러블",2021.01.04.,"AI와 로봇 공학, 소비자 권리, 윤리 등 여러 분야의 전문가와 함께 인터랙티브 콘텐츠 형식의 보고서 ‘인공지능 경험 익스체인지(AIX Exchange)’를 공개했다. 이 보고서는 각 분야 전문가가 바라보는 AI 미래와 AI 발전 단계의 역할을 설명하고 있다. 삼성전자는 이날 삼성 공식 온라인 채널을 통해..."
288,"혐오발언 논란 AI챗봇 '이루다', ""AI모델, 알고리즘 모두 폐기해라""",2021.01.04.,스캐터랩이 개발한 AI챗봇 이루다 [사진=이루다 페이스북 페이지 캡쳐] 혐오발언 논란과 개인정보 침해 의혹이 불거지면서 서비스가 중단된 인공지능(AI) 챗봇 '이루다'의 개발사인 스캐터랩에 대해 다수의 시민단체가 정부의 철저한 조사와 대안 마련을 요구했다. 개발에만 앞서 'AI윤리'를 져버렸다는 의혹을...
289,"보쉬 CES 2021, '인간과 환경보호 위한 인공지능과 커넥티비티 신뢰' 주제로 ...",2021.01.05.,"위해 AI와 커넥티비티(Connectivity)를 결합한다""며, ""보쉬는 데이터, 인공지능, IoT가 제공하는 가능성을 활용하는 AIoT가 기술 솔루션으로 사람과... 산업 AI에 의존하고 있다. 그럼에도 불구하고 이는 윤리적 지침을 필요로 한다. 이러한 지침을 위해 보쉬는 어떤 경우에도 사람이 통제력을 갖는..."
290,"""AI챗봇 이루다 논란 막으려면 엄격한 가이드라인 필요""",2021.01.11.,"고학수 한국인공지능법학회장(서울대 로스쿨 교수)은 이번 이루다 사태를 시작으로 AI 윤리규범에 대한 지침이 보다 구체적으로 마련되고, 다양한 사례를 모아 각계에서 연구가 심도 깊게 논의돼야 한다고 지적했다. 고 회장은 ""정부에서 인공지능 윤리원칙 등을 다룬 문서가 있지만 내용이 굉장히 추상적..."
291,性대결로 번진 AI '이루다' 논쟁…남녀 갈려 온라인 성폭력 비판,2021.01.11.,"인공지능 AI를 이용해 채팅하는 로봇, '이루다'가 많은 논란 속에 운영 중단됐는데, 이번엔 남녀 성대결로 번지는 양상입니다. 일부 여성들이 스무살... 일각에선 기술진보에 비해 미흡했던 인공지능 윤리부터 정비해야 한다는 지적도 나옵니다. TV조선 노도일입니다. 노도일 기자"
292,‘편견’에 취약한 AI… 인종과 성차별 망언 쏟아내기도,2021.01.12.,딥 러닝 기반인 ‘가치 중립적’ 데이터 확보 어려워…사회·윤리적 연구 필요한 시점 우리의 일상생활은 판단의 연속이라고 해도 과언이 아니다.... 인간의 편견에서 비롯되는 부정확한 판단의 문제를 해결하기 위해 인공지능(AI)이 새로운 대안으로 부상하고 있다. AI가 많은 사람들이 오랜 시간이 걸려도...
293,"[취재수첩] AI 학습위한 개인정보 수집·활용, ‘이루다’가 던진 숙제",2021.01.04.,인공지능(AI) 챗봇 서비스 ‘이루다’ 문제가 일파만파 커지고 있다. 일부에서 꾸준히 제기되고 있던 AI 윤리에 대한 문제가 대중에게 각인됨에 따라 이에 대한 고민도 깊어질 것으로 보인다. 당초 이루다에 대한 주요 논쟁은 ‘AI를 대상으로 한 성희롱’ 논란이었다. 이것이 동성애 및 인종 차별 등의 ‘AI...
294,"[이상직 변호사의 AI 법률사무소](1)4차 산업혁명, 코로나19, 언택트 환경과 ...",2021.01.25.,"기존 산업혁명이 제조공정을 혁신해 이미 존재하는 상품의 고품질화와 대량 생산을 가능하게 했다면 4차 산업혁명은 데이터·인공지능(AI)을 통해 종전에... 2009년 6월부터 2012년 12월까지 KT 윤리경영실 법무센터장(전무)으로도 근무했다. 현재 개인정보보호법학회 부회장, 한국인터넷진흥원 비상임이사..."
295,"ESG위원회 신설하는 카카오, 위원장에 김범수",2021.01.12.,"2018년 1월 국내 기업 중 최초로 인공지능(AI) 기술 개발, 윤리에 관한 규범을 담은 ‘카카오 알고리즘 윤리 헌장’을 발표했다. 또 이용자 프라이버시를 보호하기 위해 2012년부터 매년 두 차례 투명성 보고서를 자율적으로 발행하고 있다. 카카오는 이 외에도 저탄소 경제 전환에 기여하기 위해 2023년 준공을..."
296,ESG 팬데믹,2021.01.12.,ESG는 기업의 지속가능성과 윤리 관행이 기업의 재무 성과 및 경영에 미치는 영향을 평가하기 위한 시스템을 확립하는 기준을 말한다. 세일즈포스닷컴... 엔디비아는 PC와 비디오 게임용 그래픽 칩(GPU)을 자율주행과 데이터센서 분야 등에 적용되는 인공지능(AI)칩으로 사업을 확장하면서 2020년 2분기...
297,AI '이루다' 중단에도…'젠더 갈등·개인정보 무단수집' 파문 확산,2021.01.12.,"AI를 통해서 자신의 정보가 무작위로 수집돼 언제 어떻게 활용될 지 모른다는 것을 보여주는 사례에 주목해야 한다"", ""인공지능의 도덕과 윤리에 대한 논의가 절실하다고 했을 뿐인데 왜 남성의 자유를 억압하냐고 해석하는가""라고 말하기도 했다."
298,내달 출입명부에 코로나 개인안심번호로 기재 가능해져,2021.01.12.,"그동안 활용됐던 AI 시대 개인정보보호 윤리 기준 등이 모호하다는 지적이 적지 않았다. 개인정보위는 ""인공지능 서비스 개발·운영 단계에서 개인정보가 안전하게 처리·보호될 수 있도록 현장 활용 가능한 개인정보보호 수칙 개발 중""이라고 전했다. 이후 전문가들의 의견을 수렴해 3월 중으로 발표할 예정이다...."
299,"김범수 의장, 카카오 ESG 경영 이끈다…'ESG 위원회' 신설",2021.01.26.,"또한, 2018년 1월 국내 기업 중 최초로 인공지능(AI) 기술 개발 및 윤리에 관한 규범을 담은 '카카오 알고리즘 윤리 헌장'을 발표한 바 있다. 이용자 프라이버시를 보호하기 위해 2012년부터 매년 두 차례 투명성 보고서를 자율적으로 발행하고 있다. 지난해 9월에는 코로나19로 인해 달라진 일상의 모습을 파악하고..."
300,"KT, AI 핵심 인재 영입…디지코 전환 가속도",2021.01.12.,"KT는 디지털플랫폼기업 디지코로 점프 업하기 위해 인공지능(AI) 분야의 핵심 인재를 영입했다고 25일 밝혔다. KT는 새해 첫 행보로 로보틱스 분야의... 한 교수는 AI 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한 자문역을..."
301,"카카오, 김범수가 이끄는 ESG위원회...기업지배구조헌장 공표",2021.01.12.,카카오는 2018년 1월 한국 기업 중 최초로 인공지능(AI) 기술 개발과 윤리에 관한 규범을 담은 ‘카카오 알고리즘 윤리 헌장’을 발표했다. 또한 이용자 프라이버시를 보호하기 위해 2012년부터 매년 두 차례 투명성 보고서를 자율적으로 발행하고 있다. 환경 측면에서는 2023년 준공을 목표로 친환경...
302,이루다 말 속에 실존 이름·주소 버젓이…이용자들 “법적 대응”,2021.01.12.,업체가 수집한 연인 간 대화AI가 데이터 100억건 학습 통보 없이 개인정보 활용 대화 상대방 동의도 안 받아 정부 기관도 진상조사 착수 업체 “서비스 잠정 중단” 인공지능(AI) 윤리 논쟁을 촉발한 AI 챗봇 ‘이루다’ 서비스 제공에 개인정보보호법 등 현행법 위반 소지가 있다는 비판이 제기됐다. 이용자들은...
303,"[인터뷰]신대석 마이다스인 대표 ""스펙 없는 새로운 채용 문화 이끌 솔루션될...",2021.01.12.,“'인공지능(AI) 역량검사'는 스펙·학벌 중심 채용 관행을 개선하고 기업이 역량 있는 우수한 인재를 선발하도록 돕기 위해 개발한 솔루션입니다. 건강한... 최근 논란이 된 AI 윤리나 개인정보보호 이슈에 대응하는 행동강령도 만들었다. 신 대표는 “일각에서 AI 용어가 들어가기 때문에 'AI가 면접 지원자를...
304,시사상식 노트7 [2021년 1월 넷째주_시선뉴스],2021.01.25.,최근에는 인터넷이 증오발언의 매체가 되는 경우가 많으며 이번 카카오의 발표는 '이루다 사건'으로 디지털·인공지능(AI) 윤리 논쟁이 뜨거운 상황에서 업계 선례로 작용할 것으로 보고 있다. (카카오가 내놓은 '증오발언 근절' 원칙...국내 기업 중 최초 [지식용어]) 6. 임산부 봉투 논란 '임산부 봉투'는 용인시...
307,"카카오, ESG 위원회 신설…위원장에 김범수",2021.01.12.,"2018년 1월에는 국내 기업 중 최초로 인공지능(AI) 기술 개발 및 윤리에 관한 규범을 담은 '카카오 알고리즘 윤리 헌장'을 발표했으며, 이용자 프라이버시를 보호하기 위해 2012년부터 매년 두 차례 투명성 보고서를 자율적으로 발행하고 있다. 이 외에도 카카오는 저탄소 경제 전환에 기여하기 위해 2023년 준공을..."
308,[일문일답]“동의 만능주의 없앤다…사전동의 제도 실질화 추진”,2021.01.12.,(사진=연합뉴스)[이데일리 이후섭 기자] 개인정보보호위원회가 인공지능(AI) 챗봇 `이루다` 사태의 재발을 막기 위해 `AI 개인정보보호 수칙`을 만든다. AI... -AI 개인정보보호 수칙에는 어떤 내용들이 들어가게 되나. △AI 시대 개인정보보호 윤리 또는 각종 윤리기준과 관련해 많은 국제기구와 국내 단체들이 굉장히...
310,"카카오, ‘ESG 위원회’ 신설 등 ESG 경영 강화",2021.01.12.,"또한, 지난 2018년 1월 국내 기업 중 최초로 인공지능(AI) 기술 개발 및 윤리에 관한 규범을 담은 ‘카카오 알고리즘 윤리 헌장’을 발표했으며, 이용자 정보를 보호하기 위해 2012년부터 매년 두 차례 투명성 보고서를 자율적으로 발행하고 있다. 지난해 9월에는 코로나19로 인해 달라진 일상의 모습을 파악하고..."
311,"[생생경제]'이루다'의 못 이룬 꿈, 서비스 종료만이 능사 아냐",2021.01.12.,특히 개인정보를 써야만 되는 그런 기업들한테는 갈수록 더 힘들어지는 상황이 되지 않을까. 그런 생각을 합니다. ◇ 김혜민> 알겠습니다. 오늘 인공지능 윤리와 AI챗봇 “이루다”와 관련된 이야기 서울여대 바른ai연구센터장인 김명주 교수와 함께 나눠봤습니다. 교수님 고맙습니다. ◆ 김명주> 네. 감사합니다.
312,"인공지능윤리협회 ""이루다, AI 윤리 어겼다… 서비스 중단해야""",2021.01.12.,"한국인공지능윤리협회는 11일 성명서를 내고 ""AI 챗봇으로 인해 AI의 편향성, 개인정보 유출, 악용 등 AI 윤리 문제가 논란이 됐다""며 ""AI 서비스를 만드는 기업들과 이용자들이 AI 윤리 필요성과 중요성을 아직 인식하지 못하는 상황""이라고 짚었다. 협회는 ""AI에 학습되는 빅데이터는 신뢰할 수 있고 편향적이지..."
313,4차위 한계에 디지털뉴딜 데이터댐도 공염불,2021.01.12.,"2020년 12월 말에 발표한 ‘사람이 중심이 되는 인공지능(AI) 윤리기준’ 역시 과기정통부 주도 하에 진행하다보니 4차위의 성과라고 보기 애매하다. 이 밖에도 데이터경제 활성화 방안 의결과 공공데이터 옴부즈만 활동 개시 등은 AI와 연관 있는 활동이 있었다. 하지만, 정작 업계에서 관심을 가지고 치열한..."
314,[새로 나온 책] 레짐으로 본 동아시아 외,2021.01.11.,"책은 디지털과 인공지능(AI) 등을 기반으로 한 4차 산업혁명 기술이 코로나19가 뒤바꾼 일상을 복원할 것이라며 한국이 ‘퍼스트 무버(First Mover)’로... 독일연방의회 인공지능조사위원회 위원인 저자는 인공지능에도 윤리가 필요하다고 역설한다. 알고리즘, 빅데이터, 머신러닝 등에 관한 총체적이고..."
316,"김범수의 카카오, ESG 경영 강화…김 의장이 ESG위원회 맡아",2021.01.12.,"카카오 관계자는 ""2018년 국내 기업 중 최초로 발표한 AI(인공지능) 개발 및 윤리 규범을 담은 '카카오 알고리즘 윤리 헌장'을 시작으로, 인권경영선언문 등도 정보기술(IT) 업계에서 카카오가 선제적으로 나섰다는 평가를 받고 있다""고 강조했다. 회사 측은 ""ESG 경영 현황과 성과는 향후 지속가능경영..."
321,"카카오, 국내 첫 증오발언 근절 원칙 수립",2021.01.12.,이른바 '이루다 사건'으로 '디지털·인공지능(AI) 윤리' 논쟁이 뜨거운 상황에서 업계 선례로 작용할 전망이다. 카카오는 13일 공식 브런치를 통해 '증오 발언 근절을 위한 카카오의 원칙'을 내놓았다. 카카오는 “온라인 증오 발언이 사회적 문제로 부상함에 따라 그 대응책을 마련할 필요성에 공감대가 넓어지고...
